Product Code,Category,Sub Category,Brand,Product,Description,Features,Final Price,Image,Related
INGL3124,Electronics,"TV, Audio & Video",Lexon,Lexon Radio Gaga,,"<p>Radio, that constant companion that will never leave your side and more often than not, will lift your spirits with just the song you’ve been craving all day! This beautifully designed radio, hearkens back to the swinging sixties with its bright colours and retro themed design! Encased in rubber silicon, this funkadelic TYKHO radio, designed for the house of LEXON (France) has a built in AM-FM receiver that ensures that wherever you go, your favourite music follows! If that weren’t enough incentive to purchase it, check out this amazing fact, this little gem was the first and only radio to have graced the cover of TIME magazine, by virtue of its incredible design! A must have for all those who believe that great music deserves an even greater looking outlet!</p>",5100,INGL3124.jpg,INGL3097 INGL3098 INGL3059
INGL3125,Gifting Ideas,,Xindao,Xindao Chiller Case,"<p>The next time you’re chilling at a party or picnic, don’t forget to take this XINDAO (Holland) Chiller Case with you. It’s large enough to carry all your drinks as well as keeping them cool and it even comes with an in-built thermometer to check the temperature wherever you are.</p>","<ul>
  <li>Size 40 x 34 x 30 cm<br />
  </li>
  <li>Weight: 0.62 </li>
</ul>",1530,INGL3125.jpg,INGL3121 INGL3122 INGL3120 INGL3126
INGL3126,Gifting Ideas,,Xindao,Xindao Cork Blue,"<p>A stylish and useful tool from the house of XINDAO (Holland), it comes with a black knife as well as a corkscrew with Teflon coating. The shaft of this gadget is sprayed with ABS and is available in an attractive blue colour.</p>","<ul>
  <li>Size 14 x 3.1 x 2.7 cm<br />
  </li>
  <li>Weight: 0.09 </li>
</ul>",499.8,INGL3126.jpg,INGL3121 INGL3122 INGL3125 INGL3120
INGL3127,Home & Kitchen,Home Appliances,Xindao,Xindao Bit Kit,"<p>XINDAO (Holland) brings you a professional set of bits in an automatic compact case with a smart grey finish. 10 nickel-plated bits of sizes PH0, PH1, PH2, SL3, SL4, SL5, SL6, PZ0, PZ1 and PZ2 come with a holder and even a screwdriver with a stylish black and red handle that fits right into the case.</p>","<ul>
  <li>Size 14 x 8 x 2 cm<br />
  </li>
  <li>Weight: 0.17 </li>
</ul>",637.5,INGL3127.jpg,INGL3034 INGL3035 INGL3038 INGL3033
INGL3128,Travel,Bags & Backpacks,Epitome,Epitome Go Retro,"<p>Bring back the nostalgia while making a contemporary style statement with this unique bag. Designed like a vintage messenger bag with a white contrast trimming, it’s also great to use with multiple zippered pockets and an adjustable shoulder strap.</p>","<ul>
  <li>Size L-29.5 cm X B-12 cm H-35.5 cm<br />
  </li>
  <li>Weight: 0.26 </li>
</ul>",434.52,INGL3128.jpg,INGL3123 INGL3837 INGL3838 INGL3841
INGL3129,Gifting Ideas,,Greenpiece,Greenpiece Criti-Light,"<p>At just a glance, the dyno torch XINDAO (Holland), may come across as an ordinary emergency light, but there’s a lot more to this nifty device that’s hidden in the dark. An alarm light along with its 5 LED lights may seem like all that one would ever need in dire straits; however, you can be rest assured of fool-proof safety because of the torch’s magnetic ability to be attached to a car or any other place to send out an emergency warning. Plus, the Criti-light has the ability to save your life with its emergency glass hammer and seat belt cutter.</p>","<ul>
  <li>Size 6.8 (dia) x 9 x 18.5 cm<br />
  </li>
  <li>Weight: 0.20 kg</li>
</ul>",1632,INGL3129.jpg,INGL3130 INGL3131 INGL3140 INGL3141
INGL3130,Gifting Ideas,,Epitome,Epitome Face of Time,"<p>The face of time evolves every day. Like this hi-tech clock that displays the local as well as world time across 24 international cities in today’s global culture. What’s more, it has a flashing world map indicator, a daylight saving time function, a calendar and an alarm clock with snooze function. All on a compact screen which also lights up in blue.</p>","<ul>
  <li>Size 12.8 x 9 x 5.7 cm<br />
  </li>
  <li>Weight: 0.35 kg</li>
</ul>",1734,INGL3130.jpg,INGL3129 INGL3131 INGL3140 INGL3141
INGL3131,Gifting Ideas,,Epitome,Epitome Stationery Stop,"<p>You can now stop looking for that one device that will hold all your stationery. Because this compact and convenient pen stand doesn’t just hold your writing instruments but also has 3 more compartments for your other knick-knacks. And to add to that, it even shows you the day, date, time and temperature on a digital display.</p>","<ul>
  <li>Size 13 x 1 x 8 cm<br />
  </li>
  <li>Weight: 0.20 </li>
</ul>",561,INGL3131.jpg,INGL3130 INGL3129 INGL3140 INGL3141
INGL3132,Electronics,Mobiles & Accessories,Sony,Sony Battery Charger BCG-34HW2KN,"<p>The Sony BCG-34HW2KN is a battery charger that can charge 2 AA and AAA Nickel-Metal Hydride (NiMH) batteries. This charger pack comes with 2 AA size batteries that have a capacity of 2100 mAh. This Sony battery charger can charge 1 or 2 batteries of either size. This BCG-34HW2KN charger is small and light weight, so you can pack it in your bag with ease. This Sony battery charger can charge batteries in 12 hours. This Sony charger is compatible with worldwide voltage (100 - 240 V). The BCG-34HW2KN has a direct plug-in with an EU plug that can be used in India, Malaysia, Middle East and Singapore. This Sony battery charger has a primary battery detection feature, which can detect non-rechargeable batteries and cut off the charging power. The safety timer ensures your batteries do not over charge.</p>",,765,INGL3132.jpg,INGL3197 INGL3199
INGL3134,Fashion,Watches,Citizen,Citizen Quartz Ladies Watch Ez6310-07E,"<p>The Citizen Ladies Black Watch - ez6310-07e is the perfect timepiece for any occasion. Made of only the finest materials, this Citizen watch is a high quality watch at a very affordable price. When you buy a Citizen watch from Bevilles, you can rest easy that you are getting a wonderful product and that you are getting a great value for your money.</p>",,4539,INGL3134.jpg,INGL3105 INGL3106 INGL3107 INGL3104
INGL3135,Home & Kitchen,Home Appliances,Gigaset,Gigaset DA610 Corded Landline Phone,,"<ul>
<li>Alphanumerical Keypad</li>
<li>50 Call Logs</li>
<li>Corded Phone</li>
<li>Caller ID Support</li>
<li>Flash Support</li>
<li>5 Redial Memory</li>
<li>2 Display Lines</li>
<li>Handsfree Speaker Phone</li>
<li>Adjustable Handset Volume</li>
</ul>",2631.6,INGL3135.jpg,INGL3015 INGL3016 INGL3014 INGL3018
INGL3136,Gift Vouchers,,Pantaloon,Pantaloon Trendsetters GV worth Rs 500,"<p>Offers entire Indian consumption space. Through multiple retail formats, they connect a diverse and passionate community of Indian buyers, sellers and businesses. </p>",,494.7,INGL3136.jpg,INGL3051 INGL3577 INGL3578
INGL3137,Gift Vouchers,,Mainland China,Mainland China GV Worth RS.500,"<p>The Mainland China Chain of Restaurants is synonymous with Authentic, high quality Chinese Cuisine. Take your culinary experiences to newer and tastier heights with our Special Gift Vouchers.</p>","Conditions:</strong><br />
</p>
<ul>
  <li>This Gift Voucher is not redeemable against cash and cannot be returned for cash refund.<br />
  </li>
  <li>Any amount in excess of the value of this gift vouchers must be settled by cash or Credit/Debit card.<br />
  </li>
  <li>If a voucher is lost or stolen neither will a new voucher be issued nor will the money be reimbursed in any manner.</li>
  <li>Validity period will be mentioned on the voucher</li>
</ul>",489.6,INGL3137.jpg,INGL3587 INGL3074 INGL3087 INGL3593 INGL3574
INGL3138,Gift Vouchers,,Westside,Westside voucher worth Rs 500,"<p>Stores have numerous departments to meet the varied shopping needs of customers. These include Menswear, Womenês wear, Kidês wear, Footwear, Cosmetics, Perfumes and Handbags, Household Accessories, Lingerie, and Gifts.</p>",,494.7,INGL3138.jpg,INGL3051 INGL3577 INGL3578
INGL3140,Gifting Ideas,,Sheaffer,Sheaffer 337 PCL,"<p>The line features an array of finishes that appeal to men, women, business executives and working professionals alike. Its wide profile and smooth finish make it a favorite for those desiring an easy and pleasurable writing experience. Roller Ball Pen mode feature special gripping pads for increased comfort.</p>",,4054.5,INGL3140.jpg,INGL3130 INGL3131 INGL3129 INGL3141
INGL3141,Gifting Ideas,,Sheaffer,Sheaffer 342 FP,"<p>The stylish Prelude Fountain pen provides a full sized, evenly balanced writing experience for the users. The Sheaffer Prelude Fountain Pen is made of high glossy metal which makes the instrument more attractive. The sleek bevelled edge pen clip secures the pen to your shirt pocket perfectly. The Prelude writing instrument is a briskly designed Fountain pen in the Sheaffer’s collection.</p>
<p>The body of this ergonomically designed Sheaffer pen has a 22 Karat gold plate trim which gives a royal look to this writing instrument. The contemporary design of this Prelude Fountain pen also comprises of a neat barrel that adapts to your hand with a distinctive touch. The cap of the Prelude Fountain pen features Sheaffer logo which looks classy to carry it around. The Prelude pen’s cap closes tightly together and avoids leaking of ink. The Sheaffer Prelude Fountain pen sports shiny nib which enhances the writing speed and quality.</p>",,4488,INGL3141.jpg,INGL3130 INGL3131 INGL3140 INGL3129
INGL3142,Gifting Ideas,,Sheaffer,Sheaffer 9060 FP,"<p>The Sheaffer Centennial Limited Edition Legacy Heritage fountain pen celebrates a century of building a reputation on quality and customer satisfaction. This collection is limited to 1,913 pieces worldwide, representing the year of incorporation.</p>

<p>The barrel of the pen features finely engraved images on sterling silver, paying tribute to significant aspects of Sheaffer’s 100-year history, with palladium-plated trim. The 18K gold inlaid nib is palladium plated and is available in medium. The clip bears the White Dot – Sheaffer’s trademark symbol of writing excellent. This pen is a cartridge/converter filler.</p>",,82620,INGL3142.jpg,INGL3143 INGL3144 INGL3145 INGL3206
INGL3143,Gifting Ideas,,Sheaffer,Sheaffer 9172 FP,<p>Sheaffer Prelude Signature Fountain Pen. Ultimate Sophistication; Precious metal Finishes. Fountain pen comes equipped with Converter for use with Sheaffer Scrip Ink bottles or takes a Sheaffer scrip ink cartridge.</p>,,17136,INGL3143.jpg,INGL3142 INGL3144 INGL3145 INGL3206
INGL3144,Gifting Ideas,,Sheaffer,Sheaffer 9170 RB,"<p>Ultimate sophistication in precious metal finishes, the Sheaffer Prelude Signature Collection is offered in four beautiful finishes, each with polished black grip and the Sheaffer emblem on the cap. Each Roller Ball pen comes with Sheaffer's Limited 3 Year Warranty.</p>",,9945,INGL3144.jpg,INGL3143 INGL3142 INGL3145 INGL3206
INGL3145,Gifting Ideas,,Sheaffer,Sheaffer 9169 FP,"<p>Body and Cap : Palladium Plate with Engraved Imperial Pattern. Clip and Trims : Featuring Palladium Plate Trim. Nib : Fountain pen is available in Fine, Medium and Broad , Mechanism : Converter-can also use Cartridge,  Warranty by Sheaffer Packaging:Luxury Gift Box Flawless symmetry and meticulous detailing require deft precision by the artist. The Sheaffer Prelude Signature Collection includes four finishes that are clean-cut classics in a range of metal finishes with the “White Dot&quot; of perfection.The collection offers a balanced and comfortable profile for the utmost in writing pleasure.</p>",,7956,INGL3145.jpg,INGL3143 INGL3144 INGL3142 INGL3206
INGL3147,Fashion,Accessories,Lavie,Lavie Kano 2C Dome Satchel,,"<ul>
<li>A compact yet spacious bag.</li>
<li>Two main compartments. One with a side zipped pocket and other a mobile slot.</li>
<li>One zipped pocket at the back.</li>
<li>Two broad comfortable medium sized handles.</li>
<li>Metal logo in the center.</li>
</ul>",2601,INGL3147.jpg,INGL3903 INGL3904 INGL3932 INGL3902
INGL3148,Fashion,Accessories,Lavie,Lavie Sanders Dome Satchel,,"<ul>
<li>A fashionable bag with unique quilt detailing.</li>
<li>One main compartment with a zipped pocket separator.</li>
<li>A side zipped pocket and a mobile slot inside.</li>
<li>One zipped pocket at the back.</li>
<li>Detachable sling option also available.</li>
<li>Metal logo in the right corner.</li>
</ul>",2805,INGL3148.jpg,INGL3903 INGL3904 INGL3932 INGL3147
INGL3149,Fashion,Accessories,Lavie,Lavie Orange 3C LG Hobo,,"<ul>
<li>A spacious bag to carry all your essentials.Three main compartments. </li>
<li>Middle compartment has a side zipped pocket inside and a mobile slot. </li>
<li>One zipped pocket at the back.</li>
<li>Two broad comfortable medium sized handles.</li>
<li>Metal logo in the right corner.</li>
</ul>",3009,INGL3149.jpg,INGL3903 INGL3904 INGL3932 INGL3149
INGL3150,Fashion,Accessories,Lavie,Lavie Florence LW 5C  1,,"<ul>
<li>A smart and stylish wallet with a unique layered pattern.</li>
<li>Four compartments and one zipped compartment inside.</li>
<li>One ID card holder in the second compartment.</li>
<li>One external zip pocket at the back.</li>
</ul>",969,INGL3150.jpg,INGL3903 INGL3904 INGL3932 INGL3148
INGL3151,Fashion,Accessories,Lavie,Lavie Florence LW 5C  2,,"<ul>
<li>A smart and stylish wallet with croco texture, stitch detailing and an elegant golden bow.</li>
<li>Four  compartments and one zipped compartment inside.</li>
<li>One ID card holder in the second compartment.</li>
<li>One external zip pocket at the back.</li>
</ul>",933.3,INGL3151.jpg,INGL3903 INGL3904 INGL3932 INGL3150
INGL3152,Fashion,Accessories,Lavie,Lavie Florence XL Wallet 2,,"<ul>
<li>A sophisticated tri-fold wallet with stitch detailing  and a silver dome stud.</li>
<li>Two slip pockets on the left with 9 card holders and one ID card slot.</li>
<li>Two zipped compartments at the centre.</li>
<li>One external zipped pocket.</li>
</ul>",1014.9,INGL3152.jpg,INGL3903 INGL3904 INGL3932 INGL3151
